1,2,3,4,5,6,7,8,9,10,11,12,Validity
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.666667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.333333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.428571,0.285714,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.375,0.375,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.222222,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.363636,0.272727,0.181818,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.25,0.166667,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,True
0.307692,0.230769,0.153846,0.153846,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.214286,0.142857,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.266667,0.133333,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
0.294118,0.235294,0.176471,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,True
0.277778,0.277778,0.166667,0.111111,0.055556,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0,True
0.315789,0.263158,0.157895,0.105263,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0,True
0.3,0.25,0.15,0.15,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.285714,0.142857,0.142857,0.047619,0.047619,0.047619,0.0,0.0,0.0,0.0,0.0,True
0.318182,0.272727,0.136364,0.136364,0.045455,0.045455,0.045455,0.0,0.0,0.0,0.0,0.0,True
0.304348,0.26087,0.173913,0.130435,0.043478,0.043478,0.043478,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.428571,0.285714,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.375,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.444444,0.222222,0.222222,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.363636,0.181818,0.181818,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.166667,0.166667,0.166667,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,True
0.307692,0.153846,0.153846,0.153846,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.214286,0.142857,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.2,0.2,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
0.294118,0.235294,0.176471,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,True
0.277778,0.277778,0.166667,0.111111,0.055556,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0,True
0.263158,0.263158,0.157895,0.157895,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0,True
0.3,0.25,0.15,0.15,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.285714,0.142857,0.142857,0.047619,0.047619,0.047619,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.272727,0.181818,0.136364,0.045455,0.045455,0.045455,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.285714,0.285714,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.375,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.222222,0.222222,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.181818,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.166667,0.166667,0.166667,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.230769,0.230769,0.153846,0.153846,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.214286,0.214286,0.214286,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.2,0.2,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
0.294118,0.235294,0.176471,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,True
0.277778,0.222222,0.166667,0.166667,0.055556,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0,True
0.263158,0.263158,0.157895,0.157895,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0,True
0.3,0.25,0.15,0.15,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.238095,0.190476,0.142857,0.047619,0.047619,0.047619,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.428571,0.285714,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.375,0.25,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.222222,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,True
0.3,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.25,0.166667,0.166667,0.166667,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.230769,0.230769,0.153846,0.153846,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.214286,0.214286,0.214286,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.2,0.2,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
0.235294,0.235294,0.176471,0.176471,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,True
0.277778,0.222222,0.166667,0.166667,0.055556,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0,True
0.263158,0.263158,0.157895,0.157895,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.2,0.15,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.333333,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.428571,0.285714,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.375,0.25,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.222222,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,0.0,True
0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.166667,0.083333,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.230769,0.230769,0.230769,0.076923,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.214286,0.214286,0.071429,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.266667,0.2,0.066667,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
0.294118,0.235294,0.176471,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,True
0.277778,0.277778,0.166667,0.111111,0.055556,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0,True
0.263158,0.263158,0.210526,0.105263,0.052632,0.052632,0.052632,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.285714,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True
0.222222,0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.166667,0.083333,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.230769,0.230769,0.230769,0.076923,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.214286,0.214286,0.071429,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.2,0.2,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
0.294118,0.235294,0.176471,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,True
0.277778,0.222222,0.222222,0.111111,0.055556,0.055556,0.055556,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.666667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.285714,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True
0.222222,0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,True
0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.166667,0.083333,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.230769,0.230769,0.230769,0.076923,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.214286,0.214286,0.214286,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.2,0.2,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
0.235294,0.235294,0.235294,0.117647,0.058824,0.058824,0.058824,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.666667,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.142857,0.142857,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,True
0.222222,0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.166667,0.083333,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.230769,0.230769,0.153846,0.153846,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.214286,0.142857,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.266667,0.133333,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.1875,0.125,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,True
0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,True
0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,True
0.222222,0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.25,0.166667,0.166667,0.166667,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.230769,0.230769,0.153846,0.153846,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.214286,0.142857,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
0.266667,0.2,0.2,0.133333,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,True
0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,True
0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,True
0.222222,0.222222,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,True
0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.166667,0.083333,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.307692,0.230769,0.153846,0.076923,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.214286,0.142857,0.142857,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.166667,0.166667,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.142857,0.142857,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.0,0.0,0.0,0.0,0.0,True
0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,True
0.272727,0.181818,0.181818,0.090909,0.090909,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.166667,0.166667,0.083333,0.083333,0.083333,0.083333,0.0,0.0,0.0,0.0,0.0,True
0.307692,0.153846,0.153846,0.153846,0.076923,0.076923,0.076923,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.333333,0.166667,0.166667,0.166667,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.285714,0.142857,0.142857,0.142857,0.142857,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,True
0.375,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True
